建物種別,建物名,路線情報,駅名,賃料,管理費,月額
賃貸マンション,東京メトロ丸ノ内線 御茶ノ水駅 5階建 築2年,東京メトロ丸ノ内線/御茶ノ水駅 歩7分,御茶ノ水,21.3,1.5,22.8
賃貸マンション,東京メトロ丸ノ内線 御茶ノ水駅 5階建 築2年,東京メトロ丸ノ内線/御茶ノ水駅 歩7分,御茶ノ水,21.3,1.5,22.8
賃貸マンション,東京メトロ丸ノ内線 御茶ノ水駅 5階建 築2年,東京メトロ丸ノ内線/御茶ノ水駅 歩7分,御茶ノ水,21.4,1.5,22.9
賃貸マンション,東京メトロ有楽町線 千川駅 3階建 築9年,東京メトロ有楽町線/千川駅 歩5分,千川,12.7,0.8,13.5
賃貸マンション,ドルフ目白,西武池袋線/椎名町駅 歩4分,椎名町,15.1,1.032,16.131999999999998
賃貸マンション,ドルフ目白,西武池袋線/椎名町駅 歩4分,椎名町,16.6,1.032,17.632
賃貸マンション,ＪＲ中央線 高円寺駅 地下1地上4階建 築5年,ＪＲ中央線/高円寺駅 歩3分,高円寺,16.2,0.6,16.8
賃貸マンション,東京メトロ東西線 高田馬場駅 5階建 築3年,東京メトロ東西線/高田馬場駅 歩4分,高田馬場,16.5,0.99,17.49
賃貸マンション,ＣＡＳＡ　ＰＩＡＺＺＡ　椎名町,西武池袋線/椎名町駅 歩4分,椎名町,12.8,0.7,13.5
賃貸マンション,ＣＡＳＡ　ＰＩＡＺＺＡ　椎名町,西武池袋線/椎名町駅 歩4分,椎名町,13.0,0.7,13.7
賃貸マンション,ＣＡＳＡ　ＰＩＡＺＺＡ　椎名町,西武池袋線/椎名町駅 歩4分,椎名町,13.2,0.7,13.899999999999999
賃貸マンション,メゾンクオーリア,ＪＲ京浜東北線/東十条駅 歩4分,東十条,18.0,1.0,19.0
賃貸マンション,ミリアレジデンス馬込,都営浅草線/馬込駅 歩6分,馬込,17.2,2.0,19.2
賃貸マンション,ミリアレジデンス馬込,都営浅草線/馬込駅 歩6分,馬込,18.5,2.0,20.5
賃貸マンション,グランフェリシア笹塚,京王線/笹塚駅 歩4分,笹塚,15.4,0.9,16.3
賃貸マンション,グランフェリシア笹塚,京王線/笹塚駅 歩4分,笹塚,16.2,1.0,17.2
賃貸マンション,都営三田線 板橋区役所前駅 地下1地上14階建 築1年,都営三田線/板橋区役所前駅 歩6分,板橋区役所前,15.0,1.5,16.5
賃貸マンション,コスモヒルズ,ＪＲ山手線/高田馬場駅 歩4分,高田馬場,16.72,0.88,17.599999999999998
賃貸マンション,w/FLUFFY市谷台町,都営新宿線/曙橋駅 歩6分,曙橋,18.8,2.0,20.8
賃貸マンション,都営新宿線 曙橋駅 4階建 新築,都営新宿線/曙橋駅 歩6分,曙橋,18.8,2.0,20.8
賃貸マンション,HIGASHIKITAZAWA　TERRACE,小田急線/東北沢駅 歩1分,東北沢,15.2,0.5,15.7
賃貸マンション,西武池袋線 大泉学園駅 3階建 新築,西武池袋線/大泉学園駅 歩7分,大泉学園,14.2,0.7,14.899999999999999
賃貸マンション,西武池袋線 大泉学園駅 3階建 新築,西武池袋線/大泉学園駅 歩7分,大泉学園,14.2,0.7,14.899999999999999
賃貸マンション,西武池袋線 大泉学園駅 3階建 新築,西武池袋線/大泉学園駅 歩7分,大泉学園,14.2,0.7,14.899999999999999
賃貸マンション,西武池袋線 大泉学園駅 3階建 新築,西武池袋線/大泉学園駅 歩7分,大泉学園,14.3,0.7,15.0
賃貸マンション,クレール　メゾン　橘,西武池袋線/大泉学園駅 歩7分,大泉学園,14.2,0.7,14.899999999999999
賃貸マンション,クレール　メゾン　橘,西武池袋線/大泉学園駅 歩7分,大泉学園,14.2,0.7,14.899999999999999
賃貸マンション,クレール　メゾン　橘,西武池袋線/大泉学園駅 歩7分,大泉学園,14.3,0.7,15.0
賃貸マンション,w/FLUFFY市谷台町,都営新宿線/曙橋駅 歩6分,曙橋,18.8,2.0,20.8
賃貸マンション,都営新宿線 曙橋駅 4階建 新築,都営新宿線/曙橋駅 歩6分,曙橋,18.8,2.0,20.8
賃貸マンション,Ｆｕｌｌｅａ椎名町,西武池袋線/椎名町駅 歩4分,椎名町,14.3,1.5,15.8
賃貸アパート,La Maison de Mitsuiラメゾンドミツイ西六郷,京急本線/六郷土手駅 歩5分,六郷土手,12.0,0.5,12.5
賃貸アパート,La Maison de Mitsuiラメゾンドミツイ西六郷,京急本線/六郷土手駅 歩5分,六郷土手,12.2,0.5,12.7
賃貸マンション,京王新線 幡ヶ谷駅 10階建 築3年,京王新線/幡ヶ谷駅 歩4分,幡ヶ谷,15.1,1.5,16.6
賃貸マンション,京王新線 幡ヶ谷駅 10階建 築3年,京王新線/幡ヶ谷駅 歩4分,幡ヶ谷,15.7,1.5,17.2
賃貸アパート,コンフォーレ雪谷,東急池上線/石川台駅 歩5分,石川台,11.8,0.4,12.200000000000001
賃貸マンション,コンフォリア新中野,東京メトロ丸ノ内線/新中野駅 歩3分,新中野,18.2,0.8,19.0
賃貸マンション,コンフォリア新中野,東京メトロ丸ノ内線/新中野駅 歩3分,新中野,21.8,1.0,22.8
賃貸マンション,京急本線 六郷土手駅 3階建 築9年,京急本線/六郷土手駅 歩5分,六郷土手,10.5,0.42,10.92
賃貸マンション,Ｋ　ハウス　II,京急本線/六郷土手駅 歩5分,六郷土手,10.5,0.42,10.92
賃貸マンション,ローズガーデン方南,東京メトロ丸ノ内線/方南町駅 歩4分,方南町,14.4,1.0,15.4
賃貸マンション,東京メトロ丸ノ内線 四谷三丁目駅 4階建 築1年,東京メトロ丸ノ内線/四谷三丁目駅 歩5分,四谷三丁目,16.4,0.9,17.299999999999997
賃貸マンション,ＰＲＩＭＥ　ＭＩＮＯＷＡ,東京メトロ日比谷線/三ノ輪駅 歩7分,三ノ輪,13.8,1.3,15.100000000000001
賃貸マンション,GRANPARK北綾瀬,東京メトロ千代田線/北綾瀬駅 歩3分,北綾瀬,12.9,0.5,13.4
賃貸マンション,東京メトロ日比谷線 三ノ輪駅 4階建 築2年,東京メトロ日比谷線/三ノ輪駅 歩7分,三ノ輪,13.8,1.3,15.100000000000001
賃貸マンション,東京メトロ千代田線 北綾瀬駅 5階建 築2年,東京メトロ千代田線/北綾瀬駅 歩3分,北綾瀬,12.9,0.5,13.4
賃貸マンション,東急大井町線 九品仏駅 3階建 築6年,東急大井町線/九品仏駅 歩3分,九品仏,13.2,0.4,13.6
賃貸マンション,プラザ・デル・ソル本郷,東京メトロ丸ノ内線/本郷三丁目駅 歩5分,本郷三丁目,18.8,0.88,19.68
賃貸マンション,プラザ・デル・ソル本郷,東京メトロ丸ノ内線/本郷三丁目駅 歩5分,本郷三丁目,18.8,0.88,19.68
賃貸マンション,プラザ・デル・ソル本郷,東京メトロ丸ノ内線/本郷三丁目駅 歩5分,本郷三丁目,18.8,0.88,19.68
賃貸マンション,プラザ・デル・ソル本郷,東京メトロ丸ノ内線/本郷三丁目駅 歩5分,本郷三丁目,18.8,0.88,19.68
賃貸マンション,プラザ・デル・ソル本郷,東京メトロ丸ノ内線/本郷三丁目駅 歩5分,本郷三丁目,18.9,0.88,19.779999999999998
賃貸マンション,プラザ・デル・ソル本郷,東京メトロ丸ノ内線/本郷三丁目駅 歩5分,本郷三丁目,18.9,0.88,19.779999999999998
賃貸マンション,プラザ・デル・ソル本郷,東京メトロ丸ノ内線/本郷三丁目駅 歩5分,本郷三丁目,18.9,0.88,19.779999999999998
賃貸マンション,プラザ・デル・ソル本郷,東京メトロ丸ノ内線/本郷三丁目駅 歩5分,本郷三丁目,18.9,0.88,19.779999999999998
賃貸マンション,プラザ・デル・ソル本郷,東京メトロ丸ノ内線/本郷三丁目駅 歩5分,本郷三丁目,19.0,0.88,19.88
賃貸マンション,プラザ・デル・ソル本郷,東京メトロ丸ノ内線/本郷三丁目駅 歩5分,本郷三丁目,19.0,0.88,19.88
賃貸マンション,プラザ・デル・ソル本郷,東京メトロ丸ノ内線/本郷三丁目駅 歩5分,本郷三丁目,19.0,0.88,19.88
賃貸マンション,プラザ・デル・ソル本郷,東京メトロ丸ノ内線/本郷三丁目駅 歩5分,本郷三丁目,19.0,0.88,19.88
賃貸マンション,プラザ・デル・ソル本郷,東京メトロ丸ノ内線/本郷三丁目駅 歩5分,本郷三丁目,19.1,0.88,19.98
賃貸マンション,May Fair,東急田園都市線/池尻大橋駅 歩4分,池尻大橋,18.45,0.8,19.25
賃貸マンション,May Fair,東急田園都市線/池尻大橋駅 歩4分,池尻大橋,19.55,0.8,20.35
賃貸マンション,KMW,東急多摩川線/下丸子駅 歩5分,下丸子,9.9,0.31,10.21
賃貸マンション,東京メトロ丸ノ内線 方南町駅 5階建 新築,東京メトロ丸ノ内線/方南町駅 歩6分,方南町,16.2,1.5,17.7
賃貸マンション,東京メトロ丸ノ内線 方南町駅 5階建 新築,東京メトロ丸ノ内線/方南町駅 歩6分,方南町,16.3,1.5,17.8
賃貸マンション,東京メトロ丸ノ内線 方南町駅 5階建 新築,東京メトロ丸ノ内線/方南町駅 歩6分,方南町,16.3,1.5,17.8
賃貸マンション,東京メトロ丸ノ内線 方南町駅 5階建 新築,東京メトロ丸ノ内線/方南町駅 歩6分,方南町,16.4,1.5,17.9
賃貸マンション,市ヶ谷仲之町ヒルズ　ウイングＳｏｕｔｈ棟,都営新宿線/曙橋駅 歩4分,曙橋,18.9,0.9,19.799999999999997
賃貸マンション,東京メトロ副都心線 明治神宮前駅 3階建 築4年,東京メトロ副都心線/明治神宮前駅 歩6分,明治神宮前,15.7,1.0,16.7
賃貸マンション,K’ｓ表参道　ケイズオモテサンドウ,東京メトロ副都心線/明治神宮前駅 歩6分,明治神宮前,15.7,1.0,16.7
賃貸マンション,東京メトロ半蔵門線 渋谷駅 7階建 築9年,東京メトロ半蔵門線/渋谷駅 歩7分,渋谷,22.5,1.1,23.6
賃貸マンション,東京メトロ半蔵門線 渋谷駅 7階建 築9年,東京メトロ半蔵門線/渋谷駅 歩7分,渋谷,24.2,1.1,25.3
賃貸マンション,東京メトロ半蔵門線 渋谷駅 7階建 築9年,東京メトロ半蔵門線/渋谷駅 歩7分,渋谷,24.6,1.1,25.700000000000003
賃貸マンション,東急田園都市線 駒沢大学駅 5階建 築5年,東急田園都市線/駒沢大学駅 歩6分,駒沢大学,15.5,1.5,17.0
賃貸マンション,JP noie 駒澤大学,東急田園都市線/駒沢大学駅 歩6分,駒沢大学,15.5,1.5,17.0
賃貸マンション,都営三田線 志村三丁目駅 5階建 新築,都営三田線/志村三丁目駅 歩3分,志村三丁目,15.0,2.0,17.0
賃貸マンション,都営三田線 志村三丁目駅 5階建 新築,都営三田線/志村三丁目駅 歩3分,志村三丁目,15.0,2.0,17.0
賃貸マンション,都営三田線 志村三丁目駅 5階建 新築,都営三田線/志村三丁目駅 歩3分,志村三丁目,15.1,2.0,17.1
賃貸マンション,都営三田線 志村三丁目駅 5階建 新築,都営三田線/志村三丁目駅 歩3分,志村三丁目,15.2,2.0,17.2
賃貸マンション,都営三田線 志村三丁目駅 5階建 新築,都営三田線/志村三丁目駅 歩3分,志村三丁目,15.3,2.0,17.3
賃貸マンション,都営三田線 志村三丁目駅 5階建 新築,都営三田線/志村三丁目駅 歩3分,志村三丁目,15.3,2.0,17.3
賃貸マンション,ザ・レジデンス・オブ・トーキョーH20ウエストタワー,東京メトロ日比谷線/三ノ輪駅 歩6分,三ノ輪,14.56,1.0,15.56
賃貸マンション,ザ・レジデンス・オブ・トーキョーH20ウエストタワー,東京メトロ日比谷線/三ノ輪駅 歩6分,三ノ輪,14.56,1.0,15.56
賃貸マンション,東京メトロ日比谷線 三ノ輪駅 10階建 築4年,東京メトロ日比谷線/三ノ輪駅 歩6分,三ノ輪,14.56,1.0,15.56
賃貸マンション,バイブラント王子,ＪＲ京浜東北線/王子駅 歩6分,王子,13.2,1.2,14.399999999999999
賃貸マンション,バイブラント王子,ＪＲ京浜東北線/王子駅 歩6分,王子,13.3,1.2,14.5
賃貸マンション,バイブラント王子,ＪＲ京浜東北線/王子駅 歩6分,王子,14.2,1.2,15.399999999999999
賃貸マンション,バイブラント王子,ＪＲ京浜東北線/王子駅 歩6分,王子,14.3,1.2,15.5
賃貸マンション,バイブラント王子,ＪＲ京浜東北線/王子駅 歩6分,王子,15.0,1.2,16.2
賃貸マンション,JPEハイツ,ＪＲ京浜東北線/赤羽駅 歩5分,赤羽,15.0,0.0,15.0
賃貸マンション,シルベーヌ池上,東急池上線/池上駅 歩5分,池上,13.8,1.2,15.0
賃貸マンション,シルベーヌ池上,東急池上線/池上駅 歩5分,池上,16.0,1.2,17.2
賃貸マンション,グローリオシェルト馬込,都営浅草線/馬込駅 歩4分,馬込,13.5,1.4,14.9
賃貸マンション,シーズンフラッツ菊川WEST,都営新宿線/菊川駅 歩4分,菊川,15.1,1.5,16.6
賃貸マンション,シーズンフラッツ菊川WEST,都営新宿線/菊川駅 歩4分,菊川,15.3,1.5,16.8
賃貸マンション,シーズンフラッツ菊川WEST,都営新宿線/菊川駅 歩4分,菊川,15.5,1.5,17.0
賃貸マンション,シーズンフラッツ菊川WEST,都営新宿線/菊川駅 歩4分,菊川,15.8,1.5,17.3
賃貸マンション,シーズンフラッツ菊川WEST,都営新宿線/菊川駅 歩4分,菊川,16.1,1.5,17.6
賃貸マンション,シーズンフラッツ菊川WEST,都営新宿線/菊川駅 歩4分,菊川,16.6,1.5,18.1
賃貸マンション,シーズンフラッツ菊川WEST,都営新宿線/菊川駅 歩4分,菊川,17.9,1.5,19.4
賃貸マンション,シーズンフラッツ菊川WEST,都営新宿線/菊川駅 歩4分,菊川,18.8,1.5,20.3
賃貸マンション,シーズンフラッツ菊川WEST,都営新宿線/菊川駅 歩4分,菊川,19.1,1.5,20.6
賃貸マンション,シーズンフラッツ菊川WEST,都営新宿線/菊川駅 歩4分,菊川,19.2,1.5,20.7
賃貸マンション,シーズンフラッツ菊川WEST,都営新宿線/菊川駅 歩4分,菊川,19.4,1.5,20.9
賃貸マンション,シーズンフラッツ菊川WEST,都営新宿線/菊川駅 歩4分,菊川,20.1,1.5,21.6
賃貸マンション,メゾンウィステリア,京急本線/平和島駅 歩2分,平和島,13.3,0.8,14.100000000000001
賃貸マンション,都営大江戸線 新御徒町駅 13階建 築6年,都営大江戸線/新御徒町駅 歩3分,新御徒町,17.6,2.0,19.6
賃貸マンション,都営大江戸線 新御徒町駅 13階建 築6年,都営大江戸線/新御徒町駅 歩3分,新御徒町,18.5,2.0,20.5
賃貸マンション,都営大江戸線 新御徒町駅 13階建 築6年,都営大江戸線/新御徒町駅 歩3分,新御徒町,18.6,2.0,20.6
賃貸マンション,都営大江戸線 新御徒町駅 13階建 築6年,都営大江戸線/新御徒町駅 歩3分,新御徒町,18.9,2.0,20.9
賃貸マンション,都営大江戸線 新御徒町駅 13階建 築6年,都営大江戸線/新御徒町駅 歩3分,新御徒町,19.4,2.0,21.4
賃貸マンション,ドゥ・トゥール,都営大江戸線/勝どき駅 歩5分,勝どき,35.2,0.0,35.2
賃貸マンション,ＪＲ京浜東北線 王子駅 10階建 築2年,ＪＲ京浜東北線/王子駅 歩6分,王子,16.0,1.5,17.5
賃貸アパート,ＪＲ横須賀線 西大井駅 3階建 築2年,ＪＲ横須賀線/西大井駅 歩5分,西大井,11.4,0.4,11.8
賃貸マンション,ザ・プレイス中馬込,都営浅草線/馬込駅 歩5分,馬込,13.3,0.6,13.9
賃貸マンション,ザ・プレイス中馬込,都営浅草線/馬込駅 歩5分,馬込,13.5,0.6,14.1
賃貸マンション,ザ・プレイス中馬込,都営浅草線/馬込駅 歩5分,馬込,13.5,0.6,14.1
賃貸マンション,ザ・プレイス中馬込,都営浅草線/馬込駅 歩5分,馬込,13.9,0.6,14.5
賃貸マンション,ザ・プレイス中馬込,都営浅草線/馬込駅 歩5分,馬込,15.4,0.6,16.0
賃貸マンション,ザ・プレイス中馬込,都営浅草線/馬込駅 歩5分,馬込,15.6,0.6,16.2
賃貸マンション,ザ・プレイス中馬込,都営浅草線/馬込駅 歩5分,馬込,15.6,0.6,16.2
賃貸マンション,ザ・プレイス中馬込,都営浅草線/馬込駅 歩5分,馬込,16.2,0.6,16.8
賃貸マンション,ザ・プレイス中馬込,都営浅草線/馬込駅 歩5分,馬込,16.2,0.6,16.8
賃貸マンション,ザ・プレイス中馬込,都営浅草線/馬込駅 歩5分,馬込,16.4,0.6,17.0
賃貸マンション,ザ・プレイス中馬込,都営浅草線/馬込駅 歩5分,馬込,16.4,0.6,17.0
賃貸マンション,ザ・プレイス中馬込,都営浅草線/馬込駅 歩5分,馬込,16.4,0.6,17.0
賃貸マンション,ザ・プレイス中馬込,都営浅草線/馬込駅 歩5分,馬込,16.4,0.6,17.0
賃貸マンション,nido SUGAMO,ＪＲ山手線/巣鴨駅 歩6分,巣鴨,15.2,1.0,16.2
賃貸マンション,nido SUGAMO,ＪＲ山手線/巣鴨駅 歩6分,巣鴨,15.3,1.0,16.3
賃貸マンション,プレスタンテ中葛西II,東京メトロ東西線/葛西駅 歩6分,葛西,15.0,0.7,15.7
賃貸マンション,小田急線 経堂駅 3階建 新築,小田急線/経堂駅 歩4分,経堂,16.5,0.8,17.3
賃貸マンション,小田急線 経堂駅 3階建 新築,小田急線/経堂駅 歩4分,経堂,17.4,0.8,18.2
賃貸マンション,ザ・パークハウス中野タワー,ＪＲ中央線/中野駅 歩5分,中野,22.0,0.0,22.0
賃貸マンション,東京メトロ千代田線 代々木上原駅 4階建 築8年,東京メトロ千代田線/代々木上原駅 歩8分,代々木上原,18.3,2.0,20.3
賃貸マンション,東急池上線 池上駅 地下1地上3階建 新築,東急池上線/池上駅 歩6分,池上,14.4,1.0,15.4
賃貸マンション,東急池上線 池上駅 地下1地上3階建 新築,東急池上線/池上駅 歩6分,池上,15.4,1.0,16.4
賃貸マンション,東急池上線 池上駅 地下1地上3階建 新築,東急池上線/池上駅 歩6分,池上,15.7,1.0,16.7
賃貸マンション,都営大江戸線 西新宿五丁目駅 5階建 築4年,都営大江戸線/西新宿五丁目駅 歩7分,西新宿五丁目,17.1,0.8,17.900000000000002
賃貸マンション,都営大江戸線 西新宿五丁目駅 5階建 築4年,都営大江戸線/西新宿五丁目駅 歩7分,西新宿五丁目,17.2,0.8,18.0
賃貸マンション,エーデルハイム石澤,京成押上線/京成曳舟駅 歩7分,京成曳舟,12.8,0.5,13.3
賃貸マンション,エーデルハイム石澤,京成押上線/京成曳舟駅 歩7分,京成曳舟,13.0,0.5,13.5
賃貸マンション,ＲＥＦＲＡＭＥ５Ａｓａｋｕｓａｂａｓｈｉ,都営浅草線/浅草橋駅 歩3分,浅草橋,18.6,1.2,19.8
賃貸マンション,日暮里・舎人ライナー 西新井大師西駅 3階建 築9年,日暮里・舎人ライナー/西新井大師西駅 歩6分,西新井大師西,10.8,0.5,11.3
賃貸マンション,東京メトロ日比谷線 入谷駅 14階建 築4年,東京メトロ日比谷線/入谷駅 歩7分,入谷,16.4,1.2,17.599999999999998
賃貸マンション,上野松が谷レジデンス,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.5,0.5,13.0
賃貸マンション,上野松が谷レジデンス,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.6,0.5,13.1
賃貸マンション,上野松が谷レジデンス,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.6,0.5,13.1
賃貸マンション,上野松が谷レジデンス,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.6,0.5,13.1
賃貸マンション,上野松が谷レジデンス,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.7,0.5,13.2
賃貸マンション,上野松が谷レジデンス,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.7,0.5,13.2
賃貸マンション,上野松が谷レジデンス,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.9,0.5,13.4
賃貸アパート,東急田園都市線 二子玉川駅 3階建 築8年,東急田園都市線/二子玉川駅 歩7分,二子玉川,14.5,0.3,14.8
賃貸アパート,ガーデンヒル二子玉川,東急田園都市線/二子玉川駅 歩7分,二子玉川,14.5,0.3,14.8
賃貸マンション,ルフォンプログレ浅草入谷,東京メトロ日比谷線/入谷駅 歩7分,入谷,15.2,1.5,16.7
賃貸マンション,ルフォンプログレ浅草入谷,東京メトロ日比谷線/入谷駅 歩7分,入谷,15.5,1.5,17.0
賃貸マンション,ルフォンプログレ浅草入谷,東京メトロ日比谷線/入谷駅 歩7分,入谷,16.0,1.5,17.5
賃貸マンション,シュロス下北沢,小田急線/下北沢駅 歩1分,下北沢,25.0,1.2,26.2
賃貸マンション,ＨＹ’ｓ　国分寺南町,西武国分寺線/国分寺駅 歩5分,国分寺,14.1,1.0,15.1
賃貸マンション,ＪＲ総武線 平井駅 地下1地上29階建 新築,ＪＲ総武線/平井駅 歩2分,平井,18.0,1.0,19.0
賃貸マンション,プラウドタワー平井,ＪＲ総武線/平井駅 歩3分,平井,18.0,1.0,19.0
賃貸マンション,東京メトロ半蔵門線 押上駅 11階建 築10年,東京メトロ半蔵門線/押上駅 歩12分,押上,16.8,1.2,18.0
賃貸マンション,ハレマカニ御苑,東京メトロ丸ノ内線/新宿御苑前駅 歩5分,新宿御苑前,21.2,0.0,21.2
賃貸マンション,ディームス三ノ輪,東京メトロ日比谷線/三ノ輪駅 歩6分,三ノ輪,15.5,1.5,17.0
賃貸マンション,ディームス三ノ輪,東京メトロ日比谷線/三ノ輪駅 歩6分,三ノ輪,15.5,1.5,17.0
賃貸マンション,都営大江戸線 両国駅 9階建 築3年,都営大江戸線/両国駅 歩7分,両国,17.7,1.5,19.2
賃貸マンション,都営大江戸線 両国駅 9階建 築3年,都営大江戸線/両国駅 歩7分,両国,18.0,1.5,19.5
賃貸マンション,都営大江戸線 両国駅 9階建 築3年,都営大江戸線/両国駅 歩7分,両国,18.7,1.5,20.2
賃貸マンション,ＪＲ総武線 阿佐ケ谷駅 9階建 築2年,ＪＲ総武線/阿佐ケ谷駅 歩5分,阿佐ケ谷,18.8,1.0,19.8
賃貸マンション,TSUKIMI-SO ガーデン,東京メトロ日比谷線/三ノ輪駅 歩7分,三ノ輪,12.6,0.8,13.4
賃貸マンション,TSUKIMI-SO ガーデン,東京メトロ日比谷線/三ノ輪駅 歩7分,三ノ輪,12.6,0.8,13.4
賃貸マンション,TSUKIMI-SO ガーデン,東京メトロ日比谷線/三ノ輪駅 歩7分,三ノ輪,12.7,0.8,13.5
賃貸マンション,TSUKIMI-SO ガーデン,東京メトロ日比谷線/三ノ輪駅 歩7分,三ノ輪,12.7,0.8,13.5
賃貸マンション,TSUKIMI-SO ガーデン,東京メトロ日比谷線/三ノ輪駅 歩7分,三ノ輪,12.7,0.8,13.5
賃貸マンション,TSUKIMI-SO ガーデン,東京メトロ日比谷線/三ノ輪駅 歩7分,三ノ輪,12.7,0.8,13.5
賃貸マンション,TSUKIMI-SO ガーデン,東京メトロ日比谷線/三ノ輪駅 歩7分,三ノ輪,12.8,0.8,13.600000000000001
賃貸マンション,TSUKIMI-SO ガーデン,東京メトロ日比谷線/三ノ輪駅 歩7分,三ノ輪,12.8,0.8,13.600000000000001
賃貸マンション,TSUKIMI-SO ガーデン,東京メトロ日比谷線/三ノ輪駅 歩7分,三ノ輪,12.8,0.8,13.600000000000001
賃貸マンション,TSUKIMI-SO ガーデン,東京メトロ日比谷線/三ノ輪駅 歩7分,三ノ輪,12.8,0.8,13.600000000000001
賃貸マンション,東急田園都市線 用賀駅 5階建 新築,東急田園都市線/用賀駅 歩7分,用賀,13.5,1.5,15.0
賃貸マンション,東急田園都市線 用賀駅 5階建 新築,東急田園都市線/用賀駅 歩7分,用賀,18.0,2.0,20.0
賃貸マンション,東京メトロ丸ノ内線 四谷三丁目駅 4階建 築6年,東京メトロ丸ノ内線/四谷三丁目駅 歩5分,四谷三丁目,23.7,0.7,24.4
賃貸マンション,東京メトロ丸ノ内線 四谷三丁目駅 4階建 築6年,東京メトロ丸ノ内線/四谷三丁目駅 歩5分,四谷三丁目,24.4,1.0,25.4
賃貸マンション,東京メトロ日比谷線 入谷駅 5階建 新築,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.5,0.5,13.0
賃貸マンション,東京メトロ日比谷線 入谷駅 5階建 新築,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.6,0.5,13.1
賃貸マンション,東京メトロ日比谷線 入谷駅 5階建 新築,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.6,0.5,13.1
賃貸マンション,東京メトロ日比谷線 入谷駅 5階建 新築,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.6,0.5,13.1
賃貸マンション,東京メトロ日比谷線 入谷駅 5階建 新築,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.7,0.5,13.2
賃貸マンション,東京メトロ日比谷線 入谷駅 5階建 新築,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.7,0.5,13.2
賃貸マンション,東京メトロ日比谷線 入谷駅 5階建 新築,東京メトロ日比谷線/入谷駅 歩6分,入谷,12.9,0.5,13.4
賃貸マンション,京急本線 立会川駅 8階建 新築,京急本線/立会川駅 歩5分,立会川,16.9,1.2,18.099999999999998
賃貸マンション,京急本線 立会川駅 8階建 新築,京急本線/立会川駅 歩5分,立会川,16.9,1.2,18.099999999999998
賃貸マンション,京急本線 立会川駅 8階建 新築,京急本線/立会川駅 歩5分,立会川,17.6,1.2,18.8
賃貸マンション,東京メトロ千代田線 表参道駅 3階建 築4年,東京メトロ千代田線/表参道駅 歩7分,表参道,15.7,1.0,16.7
賃貸マンション,東京メトロ日比谷線 入谷駅 11階建 築3年,東京メトロ日比谷線/入谷駅 歩7分,入谷,15.7,1.5,17.2
賃貸マンション,東京メトロ日比谷線 入谷駅 11階建 築3年,東京メトロ日比谷線/入谷駅 歩7分,入谷,15.7,1.5,17.2
賃貸マンション,東京メトロ日比谷線 入谷駅 11階建 築3年,東京メトロ日比谷線/入谷駅 歩7分,入谷,15.8,1.5,17.3
賃貸マンション,東京メトロ日比谷線 入谷駅 11階建 築3年,東京メトロ日比谷線/入谷駅 歩7分,入谷,15.8,1.5,17.3
賃貸マンション,プレール・ドゥーク東向島,東武伊勢崎線/東向島駅 歩3分,東向島,14.2,0.8,15.0
賃貸マンション,プレール・ドゥーク東向島,東武伊勢崎線/東向島駅 歩3分,東向島,14.5,1.1,15.6
賃貸マンション,プレール・ドゥーク東向島,東武伊勢崎線/東向島駅 歩3分,東向島,15.5,1.1,16.6
賃貸マンション,東武伊勢崎線 東向島駅 10階建 築4年,東武伊勢崎線/東向島駅 歩3分,東向島,14.2,0.8,15.0
賃貸マンション,東武伊勢崎線 東向島駅 10階建 築4年,東武伊勢崎線/東向島駅 歩3分,東向島,14.5,1.1,15.6
賃貸マンション,東武伊勢崎線 東向島駅 10階建 築4年,東武伊勢崎線/東向島駅 歩3分,東向島,15.5,1.1,16.6
賃貸マンション,都営浅草線 馬込駅 7階建 築5年,都営浅草線/馬込駅 歩5分,馬込,19.5,1.5,21.0
賃貸マンション,ＩＳＭ御茶ノ水,東京メトロ銀座線/末広町駅 歩5分,末広町,19.0,1.5,20.5
賃貸マンション,SEASON FLATS浅草橋,ＪＲ総武線/浅草橋駅 歩4分,浅草橋,20.1,1.5,21.6
賃貸マンション,東京メトロ日比谷線 入谷駅 14階建 築6年,東京メトロ日比谷線/入谷駅 歩5分,入谷,15.4,1.2,16.6
賃貸マンション,西武池袋線 椎名町駅 19階建 築1年,西武池袋線/椎名町駅 歩4分,椎名町,15.2,2.0,17.2
賃貸マンション,西武池袋線 椎名町駅 19階建 築1年,西武池袋線/椎名町駅 歩4分,椎名町,15.5,2.0,17.5
賃貸マンション,西武池袋線 椎名町駅 19階建 築1年,西武池袋線/椎名町駅 歩4分,椎名町,15.9,2.0,17.9
